epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
61,184.702,0.84141,0.78317,1.0417,0.49679,0.53332,0.40973,0.3283,0.68985,2.10143,0.93277,0.000451066,0.000451066,0.000451066
62,187.639,0.84631,0.75423,1.03531,0.48064,0.53482,0.41493,0.33494,0.72993,2.11897,0.95637,0.000440067,0.000440067,0.000440067
63,190.562,0.83501,0.74446,1.0368,0.49583,0.52153,0.42272,0.34875,0.6849,2.1381,0.93681,0.000429068,0.000429068,0.000429068
64,193.472,0.82342,0.71413,1.00657,0.51912,0.49638,0.4429,0.36355,0.68911,2.09855,0.93305,0.000418069,0.000418069,0.000418069
65,196.293,0.83722,0.75393,1.02087,0.52078,0.49148,0.4407,0.36437,0.7004,2.06899,0.94233,0.00040707,0.00040707,0.00040707
66,199.143,0.79464,0.69121,0.99879,0.51004,0.49562,0.43917,0.36169,0.67531,2.0753,0.93145,0.000396071,0.000396071,0.000396071
67,201.996,0.77831,0.72775,1.01166,0.47598,0.51207,0.41715,0.34225,0.67204,2.15654,0.9314,0.000385073,0.000385073,0.000385073
68,204.951,0.79465,0.72672,1.02207,0.45107,0.52371,0.41517,0.33477,0.7002,2.18923,0.94202,0.000374074,0.000374074,0.000374074
69,207.916,0.79671,0.72539,1.02642,0.48387,0.49123,0.42327,0.34438,0.65192,2.16557,0.91546,0.000363075,0.000363075,0.000363075
70,210.836,0.73963,0.65658,0.97429,0.47515,0.51118,0.414,0.3393,0.64587,2.22088,0.91103,0.000352076,0.000352076,0.000352076
71,213.781,0.76952,0.71074,1.01988,0.48541,0.5146,0.41045,0.33765,0.65127,2.29616,0.91512,0.000341077,0.000341077,0.000341077
72,216.788,0.79908,0.67151,1.02445,0.48669,0.50738,0.42987,0.35298,0.61487,2.18587,0.90265,0.000330078,0.000330078,0.000330078
73,219.576,0.7372,0.65745,0.98821,0.49599,0.50001,0.4264,0.35881,0.57767,2.19437,0.89399,0.000319079,0.000319079,0.000319079
74,222.52,0.74691,0.68412,1.00075,0.49361,0.50127,0.40994,0.34503,0.5759,2.1884,0.89182,0.00030808,0.00030808,0.00030808
75,225.354,0.75175,0.63208,1.00255,0.49583,0.51055,0.41243,0.34317,0.60026,2.1765,0.89728,0.000297081,0.000297081,0.000297081
76,228.197,0.70767,0.64686,0.98832,0.48406,0.51206,0.41252,0.34151,0.58549,2.1931,0.89262,0.000286083,0.000286083,0.000286083
77,230.927,0.72424,0.60729,0.97403,0.50179,0.49629,0.42335,0.35781,0.59006,2.20334,0.89368,0.000275084,0.000275084,0.000275084
78,233.72,0.71634,0.65024,0.97068,0.48607,0.50731,0.42642,0.35368,0.59258,2.23879,0.89529,0.000264085,0.000264085,0.000264085
79,236.569,0.74122,0.66991,0.9886,0.4786,0.5128,0.41151,0.34702,0.57099,2.28729,0.88657,0.000253086,0.000253086,0.000253086
80,239.474,0.71568,0.62905,0.97703,0.48583,0.51945,0.41052,0.34782,0.54831,2.28109,0.8796,0.000242087,0.000242087,0.000242087
81,242.338,0.69769,0.61692,0.95745,0.47726,0.52842,0.42166,0.35999,0.54901,2.2723,0.88042,0.000231088,0.000231088,0.000231088
82,245.237,0.71771,0.62709,0.97611,0.46948,0.51914,0.41965,0.35716,0.58274,2.28532,0.89592,0.000220089,0.000220089,0.000220089
83,248.013,0.68213,0.60847,0.97077,0.47634,0.51252,0.41844,0.35601,0.5544,2.29943,0.88578,0.00020909,0.00020909,0.00020909
84,250.915,0.70241,0.60942,0.96454,0.49313,0.50512,0.4275,0.36515,0.53871,2.32044,0.88094,0.000198091,0.000198091,0.000198091
85,253.724,0.6922,0.59949,0.95524,0.47784,0.52648,0.42581,0.36474,0.53251,2.29731,0.87665,0.000187092,0.000187092,0.000187092
86,256.556,0.67964,0.62795,0.96339,0.49115,0.51853,0.4271,0.36252,0.54296,2.2845,0.87798,0.000176094,0.000176094,0.000176094
87,259.39,0.6827,0.59701,0.97915,0.49095,0.51851,0.42258,0.36254,0.53073,2.27049,0.87326,0.000165095,0.000165095,0.000165095
88,262.147,0.64461,0.58435,0.95393,0.49074,0.52098,0.41232,0.35628,0.51319,2.27031,0.86561,0.000154096,0.000154096,0.000154096
89,265.022,0.68486,0.5978,0.94403,0.49022,0.52518,0.41381,0.35781,0.51601,2.28809,0.86681,0.000143097,0.000143097,0.000143097
90,267.907,0.71402,0.62407,0.97379,0.49026,0.52277,0.42165,0.36407,0.51471,2.29666,0.86839,0.000132098,0.000132098,0.000132098
91,299.776,0.62886,0.62602,0.9264,0.49216,0.5216,0.42039,0.36356,0.51473,2.28639,0.87023,0.000121099,0.000121099,0.000121099
92,302.824,0.64022,0.63391,0.93188,0.50048,0.50289,0.40926,0.35479,0.52872,2.2401,0.87515,0.0001101,0.0001101,0.0001101
93,306.08,0.6114,0.62169,0.94139,0.50032,0.50376,0.4026,0.35108,0.52049,2.23724,0.87201,9.91012e-05,9.91012e-05,9.91012e-05
94,308.977,0.59134,0.60147,0.92477,0.49331,0.50436,0.40261,0.3537,0.51577,2.25459,0.8691,8.81023e-05,8.81023e-05,8.81023e-05
95,311.865,0.59302,0.59646,0.92788,0.48981,0.50469,0.40461,0.35501,0.50965,2.28448,0.86743,7.71034e-05,7.71034e-05,7.71034e-05
96,314.725,0.56333,0.56092,0.9103,0.4893,0.50731,0.40635,0.34997,0.50314,2.34462,0.86521,6.61045e-05,6.61045e-05,6.61045e-05
97,317.5,0.55654,0.57836,0.90627,0.48624,0.50404,0.40165,0.34237,0.4963,2.35946,0.86257,5.51056e-05,5.51056e-05,5.51056e-05
98,320.149,0.55058,0.56809,0.90314,0.47537,0.50731,0.40013,0.34531,0.49042,2.36529,0.86067,4.41067e-05,4.41067e-05,4.41067e-05
99,322.885,0.57955,0.56238,0.90858,0.49617,0.49169,0.39969,0.34581,0.48653,2.36763,0.8587,3.31078e-05,3.31078e-05,3.31078e-05
100,325.638,0.59584,0.57899,0.9203,0.47313,0.51613,0.40384,0.34649,0.48424,2.36031,0.85743,2.21089e-05,2.21089e-05,2.21089e-05
