epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,126.733,0.91395,0.88586,1.07644,0.32279,0.42542,0.28821,0.22434,0.78202,2.86364,1.0202,0.000660045,0.000660045,0.000660045
43,129.73,0.91963,0.96332,1.06412,0.30391,0.40767,0.27968,0.21296,0.77805,2.91196,1.02347,0.000649046,0.000649046,0.000649046
44,132.651,0.85702,0.92379,1.0398,0.30574,0.44604,0.28477,0.22034,0.7561,2.86174,1.00465,0.000638047,0.000638047,0.000638047
45,135.574,0.85128,0.91824,1.04109,0.2961,0.42093,0.26691,0.20404,0.71815,2.95125,0.97388,0.000627048,0.000627048,0.000627048
46,138.545,0.87163,0.88814,1.04363,0.2536,0.39248,0.27326,0.20957,0.73955,3.06036,0.98167,0.000616049,0.000616049,0.000616049
47,141.525,0.86565,0.81875,1.024,0.25101,0.37866,0.29768,0.23132,0.73653,2.97417,0.97988,0.000605051,0.000605051,0.000605051
48,144.489,0.84952,0.83065,1.00624,0.33518,0.45071,0.31672,0.24641,0.72272,2.9567,0.98189,0.000594052,0.000594052,0.000594052
49,147.46,0.8302,0.89646,1.04026,0.33253,0.43543,0.27853,0.21676,0.73069,2.92276,0.99,0.000583053,0.000583053,0.000583053
50,150.392,0.87415,0.88254,1.05425,0.29217,0.39287,0.25623,0.19979,0.76084,2.93617,0.99748,0.000572054,0.000572054,0.000572054
51,153.279,0.85924,0.82366,1.04108,0.24245,0.37357,0.25567,0.19843,0.77932,3.15666,0.98942,0.000561055,0.000561055,0.000561055
52,156.282,0.81871,0.81815,1.02484,0.20325,0.3871,0.26301,0.2066,0.72781,3.17932,0.97399,0.000550056,0.000550056,0.000550056
53,159.076,0.85849,0.82135,1.04589,0.2181,0.41026,0.2687,0.21101,0.72827,3.13482,0.97355,0.000539057,0.000539057,0.000539057
54,161.848,0.83975,0.87432,1.0521,0.22179,0.38124,0.26846,0.20975,0.69544,3.30168,0.95946,0.000528058,0.000528058,0.000528058
55,164.796,0.86332,0.87561,1.02373,0.2604,0.37032,0.25991,0.20643,0.66199,3.36378,0.95201,0.000517059,0.000517059,0.000517059
56,167.478,0.78674,0.7545,1.01383,0.28486,0.39344,0.26391,0.20667,0.63103,3.24988,0.94939,0.00050606,0.00050606,0.00050606
57,170.328,0.80246,0.85686,1.02253,0.27448,0.36871,0.25243,0.19705,0.64639,3.14745,0.96012,0.000495062,0.000495062,0.000495062
58,173.204,0.83055,0.83331,1.02571,0.29874,0.40851,0.26325,0.20307,0.61816,3.12148,0.95933,0.000484063,0.000484063,0.000484063
59,176.106,0.81599,0.77807,1.02175,0.2971,0.40888,0.2818,0.21767,0.60393,3.19029,0.95253,0.000473064,0.000473064,0.000473064
60,179.035,0.76397,0.82966,1.00381,0.31924,0.43976,0.30256,0.23881,0.63786,3.15956,0.94679,0.000462065,0.000462065,0.000462065
61,181.973,0.75521,0.74468,0.97958,0.31931,0.43178,0.3023,0.24733,0.58116,3.12612,0.92375,0.000451066,0.000451066,0.000451066
62,185.156,0.73729,0.72499,0.9997,0.30241,0.4303,0.30266,0.24856,0.58796,3.14649,0.92631,0.000440067,0.000440067,0.000440067
63,187.946,0.72814,0.71168,0.98997,0.29941,0.39374,0.31605,0.26042,0.59989,3.10606,0.92511,0.000429068,0.000429068,0.000429068
64,190.817,0.76528,0.73191,0.98207,0.29711,0.36032,0.30486,0.24736,0.61066,3.23104,0.93056,0.000418069,0.000418069,0.000418069
65,193.643,0.79017,0.74073,1.03306,0.29367,0.34765,0.28288,0.2278,0.6061,3.3658,0.93326,0.00040707,0.00040707,0.00040707
66,196.441,0.74084,0.6919,0.98971,0.26992,0.32432,0.25151,0.20615,0.60452,3.50417,0.92707,0.000396071,0.000396071,0.000396071
67,199.298,0.73425,0.68833,1.0016,0.2646,0.28985,0.2418,0.19582,0.59983,3.59586,0.92534,0.000385073,0.000385073,0.000385073
68,202.077,0.70746,0.67817,0.97408,0.26266,0.3207,0.23116,0.18749,0.58929,3.66175,0.92789,0.000374074,0.000374074,0.000374074
69,204.797,0.71188,0.67204,0.9761,0.25838,0.32374,0.23806,0.19426,0.56754,3.75119,0.9205,0.000363075,0.000363075,0.000363075
70,207.523,0.72461,0.68251,1.00201,0.25689,0.30732,0.23939,0.19598,0.56848,3.75089,0.91066,0.000352076,0.000352076,0.000352076
71,210.398,0.73585,0.68704,1.00268,0.25059,0.30382,0.25011,0.20446,0.5719,3.72226,0.90672,0.000341077,0.000341077,0.000341077
72,213.426,0.70703,0.65631,0.97625,0.22037,0.26273,0.26489,0.21744,0.57153,3.72041,0.89958,0.000330078,0.000330078,0.000330078
73,216.545,0.69632,0.66429,0.97645,0.23217,0.29197,0.26156,0.21594,0.55562,3.75091,0.895,0.000319079,0.000319079,0.000319079
74,219.518,0.69094,0.63111,0.95261,0.23535,0.30089,0.25918,0.21468,0.55522,3.75701,0.90083,0.00030808,0.00030808,0.00030808
75,222.447,0.6857,0.70384,0.95377,0.23744,0.29409,0.24686,0.20542,0.55407,3.79706,0.9003,0.000297081,0.000297081,0.000297081
76,225.467,0.72558,0.64075,0.98531,0.24305,0.29864,0.23775,0.20008,0.54164,3.70408,0.89352,0.000286083,0.000286083,0.000286083
77,228.384,0.74568,0.71742,0.98337,0.24434,0.29782,0.22259,0.18681,0.53575,3.7131,0.89428,0.000275084,0.000275084,0.000275084
78,231.241,0.64953,0.64224,0.94789,0.23599,0.29228,0.21791,0.18191,0.52883,3.77953,0.89598,0.000264085,0.000264085,0.000264085
79,234.224,0.67518,0.62875,0.95645,0.23427,0.28335,0.2264,0.18896,0.5289,3.79067,0.89449,0.000253086,0.000253086,0.000253086
80,237.3,0.67841,0.59073,0.96347,0.27793,0.33685,0.24908,0.21291,0.51444,3.75679,0.8854,0.000242087,0.000242087,0.000242087
81,240.208,0.66323,0.5992,0.96851,0.2844,0.35177,0.2533,0.21545,0.52368,3.8196,0.88481,0.000231088,0.000231088,0.000231088
82,243.082,0.69384,0.61746,0.97389,0.28011,0.3379,0.24989,0.21141,0.52014,3.87614,0.88428,0.000220089,0.000220089,0.000220089
83,245.85,0.62632,0.60091,0.9432,0.24749,0.28153,0.23504,0.20178,0.51586,3.95695,0.88415,0.00020909,0.00020909,0.00020909
84,248.751,0.63348,0.57873,0.95315,0.22103,0.24617,0.21375,0.18076,0.51495,3.98706,0.88312,0.000198091,0.000198091,0.000198091
85,251.57,0.66068,0.58168,0.94991,0.22699,0.24617,0.20946,0.1787,0.52747,3.99372,0.88771,0.000187092,0.000187092,0.000187092
86,254.522,0.66205,0.57678,0.95606,0.23247,0.24858,0.21666,0.18485,0.51178,3.98606,0.88334,0.000176094,0.000176094,0.000176094
87,257.439,0.65075,0.56903,0.9482,0.23222,0.2516,0.21487,0.18287,0.4862,4.0168,0.88033,0.000165095,0.000165095,0.000165095
88,260.485,0.66263,0.62836,0.94623,0.23051,0.24493,0.21339,0.17953,0.48876,4.00723,0.88066,0.000154096,0.000154096,0.000154096
89,263.345,0.6386,0.61114,0.96359,0.22562,0.24493,0.21296,0.18021,0.49699,3.99381,0.87905,0.000143097,0.000143097,0.000143097
90,266.355,0.63881,0.56085,0.95819,0.2287,0.24673,0.22243,0.18754,0.49914,3.98984,0.87703,0.000132098,0.000132098,0.000132098
91,299.923,0.59993,0.59263,0.94999,0.2312,0.24839,0.21922,0.18753,0.49521,4.0347,0.87578,0.000121099,0.000121099,0.000121099
92,302.958,0.57999,0.57797,0.92397,0.22455,0.24284,0.20803,0.17656,0.51606,4.0618,0.87892,0.0001101,0.0001101,0.0001101
93,305.835,0.54536,0.53246,0.88684,0.22321,0.24284,0.20272,0.17172,0.52045,4.06007,0.88065,9.91012e-05,9.91012e-05,9.91012e-05
94,308.668,0.53725,0.53902,0.91312,0.22027,0.24314,0.19575,0.16513,0.51465,4.1263,0.88039,8.81023e-05,8.81023e-05,8.81023e-05
95,311.611,0.5579,0.5479,0.92671,0.22159,0.24505,0.19207,0.16306,0.51964,4.20276,0.88307,7.71034e-05,7.71034e-05,7.71034e-05
96,314.484,0.55059,0.54377,0.91167,0.22401,0.24283,0.19062,0.16113,0.51419,4.31168,0.88566,6.61045e-05,6.61045e-05,6.61045e-05
97,317.34,0.53641,0.52252,0.90584,0.2391,0.23647,0.19141,0.16209,0.50695,4.34694,0.88464,5.51056e-05,5.51056e-05,5.51056e-05
98,320.296,0.51372,0.50058,0.89484,0.2249,0.24503,0.18833,0.16076,0.50539,4.35921,0.88333,4.41067e-05,4.41067e-05,4.41067e-05
99,323.099,0.53752,0.51963,0.91284,0.22537,0.24458,0.18763,0.16008,0.50518,4.34155,0.88333,3.31078e-05,3.31078e-05,3.31078e-05
100,325.915,0.50988,0.50117,0.91052,0.23403,0.23495,0.18207,0.15494,0.5088,4.33694,0.88338,2.21089e-05,2.21089e-05,2.21089e-05
