epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
112,238.073,0.67162,0.51916,0.94888,0.89014,0.79723,0.86863,0.63558,1.0396,0.64206,1.21178,0.00040955,0.00040955,0.00040955
113,240.197,0.62011,0.48186,0.93575,0.91557,0.82128,0.91419,0.63929,1.03213,0.63263,1.2254,0.00040505,0.00040505,0.00040505
114,242.334,0.67898,0.52357,0.94352,0.87804,0.73581,0.85321,0.64203,1.069,0.67149,1.27339,0.000400551,0.000400551,0.000400551
115,244.311,0.67736,0.50344,0.94594,0.93304,0.77562,0.91266,0.64373,1.02067,0.64421,1.23526,0.000396051,0.000396051,0.000396051
116,246.375,0.64353,0.53625,0.93071,0.8796,0.79067,0.86406,0.63641,0.97667,0.61349,1.20001,0.000391552,0.000391552,0.000391552
117,248.503,0.65122,0.5034,0.9227,0.90594,0.79436,0.86558,0.63887,1.01725,0.60909,1.21522,0.000387052,0.000387052,0.000387052
118,250.573,0.62951,0.48589,0.92993,0.86709,0.80699,0.87943,0.64624,1.07871,0.64215,1.24886,0.000382553,0.000382553,0.000382553
119,252.63,0.60194,0.46753,0.91068,0.80325,0.90473,0.88997,0.64514,1.11904,0.65931,1.28234,0.000378053,0.000378053,0.000378053
120,254.709,0.61841,0.49061,0.95293,0.92614,0.83094,0.92716,0.62711,1.10755,0.61866,1.27461,0.000373554,0.000373554,0.000373554
121,256.774,0.60233,0.47483,0.93364,0.93084,0.8335,0.93545,0.63617,1.10324,0.6281,1.28813,0.000369054,0.000369054,0.000369054
122,258.914,0.63911,0.48368,0.94116,0.94599,0.83886,0.93284,0.62179,1.1082,0.6326,1.31524,0.000364554,0.000364554,0.000364554
123,260.951,0.61491,0.47291,0.92549,0.95122,0.85566,0.93531,0.62875,1.10291,0.62754,1.31199,0.000360055,0.000360055,0.000360055
124,262.921,0.57899,0.49223,0.93272,0.87805,0.82244,0.88356,0.60534,1.09895,0.64266,1.31502,0.000355555,0.000355555,0.000355555
125,264.922,0.64143,0.47743,0.93203,0.86858,0.8464,0.88978,0.59564,1.09174,0.63369,1.29054,0.000351056,0.000351056,0.000351056
126,266.984,0.60875,0.45495,0.91533,0.84599,0.80576,0.86371,0.59299,1.12616,0.64441,1.30353,0.000346556,0.000346556,0.000346556
127,269.07,0.59798,0.46826,0.91606,0.78938,0.82933,0.85676,0.59871,1.14689,0.64631,1.3164,0.000342057,0.000342057,0.000342057
128,271.222,0.62597,0.48563,0.94537,0.83279,0.82719,0.86401,0.60995,1.07482,0.63017,1.27757,0.000337557,0.000337557,0.000337557
129,273.301,0.58606,0.44128,0.91188,0.89183,0.79974,0.86497,0.61418,1.0789,0.62771,1.2798,0.000333058,0.000333058,0.000333058
130,275.405,0.60935,0.46904,0.94853,0.89936,0.80281,0.86349,0.59731,1.08079,0.61795,1.26571,0.000328558,0.000328558,0.000328558
131,277.446,0.63602,0.52832,0.93914,0.90519,0.80725,0.86571,0.62667,1.06293,0.62185,1.26236,0.000324058,0.000324058,0.000324058
132,279.557,0.57212,0.45271,0.91639,0.89624,0.86243,0.91812,0.66264,1.05201,0.58236,1.25855,0.000319559,0.000319559,0.000319559
133,281.671,0.56061,0.44438,0.91135,0.90763,0.79653,0.86154,0.64953,1.06413,0.58503,1.2744,0.000315059,0.000315059,0.000315059
134,283.652,0.612,0.46693,0.95646,0.97777,0.7896,0.86451,0.64504,1.07335,0.59763,1.27911,0.00031056,0.00031056,0.00031056
135,285.594,0.58294,0.48792,0.90661,0.95964,0.78413,0.86183,0.63141,1.04793,0.59636,1.25613,0.00030606,0.00030606,0.00030606
136,287.62,0.57171,0.43623,0.93006,0.94801,0.74481,0.84281,0.62054,1.04368,0.63692,1.26546,0.000301561,0.000301561,0.000301561
137,289.646,0.55614,0.47482,0.9061,0.95578,0.75321,0.8488,0.62574,1.09007,0.65959,1.30723,0.000297061,0.000297061,0.000297061
138,291.716,0.60093,0.46645,0.91582,0.91825,0.83772,0.89581,0.63441,1.05131,0.65631,1.30163,0.000292562,0.000292562,0.000292562
139,293.819,0.56514,0.47686,0.91783,0.87978,0.79086,0.85029,0.61349,1.03317,0.6591,1.2823,0.000288062,0.000288062,0.000288062
140,295.85,0.56961,0.4319,0.90477,0.88636,0.85112,0.86013,0.63374,1.01687,0.63813,1.25736,0.000283563,0.000283563,0.000283563
141,297.902,0.57695,0.44278,0.92165,0.88255,0.86071,0.86017,0.63321,0.99784,0.60771,1.24356,0.000279063,0.000279063,0.000279063
142,299.965,0.57965,0.46275,0.92773,0.80574,0.87377,0.85734,0.62028,1.00183,0.5706,1.23554,0.000274563,0.000274563,0.000274563
143,302.189,0.58153,0.45884,0.91694,0.8004,0.83134,0.85034,0.61571,1.04373,0.58159,1.27332,0.000270064,0.000270064,0.000270064
144,304.312,0.55856,0.45708,0.89553,0.82039,0.84159,0.8514,0.62321,1.052,0.59507,1.28397,0.000265564,0.000265564,0.000265564
145,306.367,0.57809,0.44841,0.91234,0.79967,0.87874,0.85471,0.62642,1.0351,0.61107,1.27229,0.000261065,0.000261065,0.000261065
146,308.332,0.55228,0.42569,0.90813,0.84594,0.85589,0.86001,0.62869,1.03199,0.61559,1.28715,0.000256565,0.000256565,0.000256565
147,310.238,0.51061,0.48787,0.89718,0.83875,0.86281,0.86768,0.63946,1.02188,0.59527,1.27127,0.000252066,0.000252066,0.000252066
148,312.29,0.56677,0.43125,0.91463,0.91992,0.814,0.88333,0.65264,0.97121,0.5791,1.21727,0.000247566,0.000247566,0.000247566
149,314.275,0.54948,0.41251,0.90266,0.92208,0.80251,0.89147,0.66333,0.96135,0.56884,1.20492,0.000243067,0.000243067,0.000243067
150,316.257,0.53394,0.43214,0.90335,0.91397,0.81717,0.87496,0.64543,0.98081,0.56766,1.21866,0.000238567,0.000238567,0.000238567
151,318.135,0.53556,0.42054,0.89815,0.90235,0.84151,0.87411,0.64379,0.98675,0.54394,1.22598,0.000234068,0.000234068,0.000234068
152,320.212,0.53043,0.41858,0.91297,0.86119,0.92794,0.93795,0.64694,1.01325,0.54733,1.23276,0.000229568,0.000229568,0.000229568
153,322.137,0.56862,0.43917,0.89941,0.94772,0.82892,0.93641,0.64419,1.03652,0.57184,1.24692,0.000225068,0.000225068,0.000225068
154,324.184,0.55059,0.44511,0.91463,0.8887,0.87811,0.93665,0.64218,1.06773,0.56889,1.28946,0.000220569,0.000220569,0.000220569
155,326.146,0.53068,0.41376,0.91758,0.8339,0.92947,0.92577,0.63487,1.06803,0.5699,1.30093,0.000216069,0.000216069,0.000216069
156,328.192,0.55154,0.41925,0.91774,0.84667,0.9295,0.94714,0.64203,1.05499,0.59154,1.28402,0.00021157,0.00021157,0.00021157
157,330.242,0.52083,0.41438,0.89509,0.93909,0.83966,0.93991,0.64759,1.06203,0.5848,1.28589,0.00020707,0.00020707,0.00020707
158,332.312,0.56093,0.44691,0.9126,0.93727,0.82079,0.92257,0.63675,1.05278,0.59612,1.27162,0.000202571,0.000202571,0.000202571
159,334.429,0.56671,0.43948,0.91703,0.94229,0.82395,0.91831,0.64153,1.03267,0.59664,1.25531,0.000198071,0.000198071,0.000198071
160,336.616,0.56349,0.40646,0.91167,0.93787,0.82747,0.92082,0.64115,1.03581,0.59113,1.25886,0.000193572,0.000193572,0.000193572
161,338.707,0.50432,0.41611,0.88502,0.87993,0.78532,0.86241,0.6287,1.04749,0.58051,1.27366,0.000189072,0.000189072,0.000189072
162,340.826,0.54301,0.42214,0.89802,0.80121,0.8975,0.87082,0.63314,1.05926,0.58094,1.28245,0.000184572,0.000184572,0.000184572
163,342.827,0.5547,0.42355,0.90746,0.83688,0.94295,0.93572,0.64197,1.0652,0.58799,1.29057,0.000180073,0.000180073,0.000180073
164,344.886,0.57422,0.44768,0.92824,0.78811,0.87934,0.85732,0.6251,1.05477,0.58098,1.27305,0.000175573,0.000175573,0.000175573
165,346.92,0.53654,0.41648,0.91853,0.89942,0.78369,0.85569,0.63052,1.03952,0.56936,1.25251,0.000171074,0.000171074,0.000171074
166,348.999,0.50731,0.39269,0.86519,0.8945,0.78143,0.85479,0.62996,1.04227,0.58875,1.25718,0.000166574,0.000166574,0.000166574
167,351.023,0.5071,0.41631,0.91835,0.89281,0.7805,0.85918,0.61916,1.02567,0.56624,1.25714,0.000162075,0.000162075,0.000162075
168,353.046,0.49359,0.38558,0.86207,0.85487,0.77775,0.85181,0.61209,1.02555,0.57116,1.26589,0.000157575,0.000157575,0.000157575
169,355.009,0.50048,0.39143,0.89682,0.85379,0.78238,0.85084,0.61421,1.03502,0.57262,1.27183,0.000153076,0.000153076,0.000153076
170,357.049,0.51424,0.39865,0.89402,0.85731,0.7857,0.84505,0.61316,1.04547,0.57699,1.28524,0.000148576,0.000148576,0.000148576
171,359.032,0.54969,0.43071,0.91491,0.85539,0.78376,0.84273,0.61282,1.03002,0.56851,1.28142,0.000144077,0.000144077,0.000144077
172,361.095,0.49708,0.41343,0.89722,0.85045,0.78927,0.84722,0.6183,1.02105,0.5741,1.28467,0.000139577,0.000139577,0.000139577
173,363.097,0.46267,0.36473,0.88137,0.82995,0.84273,0.868,0.63465,1.03887,0.59007,1.29324,0.000135077,0.000135077,0.000135077
174,365.103,0.47192,0.37159,0.87173,0.8319,0.84389,0.87308,0.64082,1.04252,0.57447,1.30262,0.000130578,0.000130578,0.000130578
175,367.065,0.50412,0.39587,0.89123,0.82522,0.87641,0.88062,0.64377,1.04971,0.5757,1.30227,0.000126078,0.000126078,0.000126078
176,369.178,0.49039,0.39936,0.89314,0.844,0.87647,0.87404,0.63778,1.08495,0.60061,1.32405,0.000121579,0.000121579,0.000121579
177,371.181,0.48525,0.38742,0.88459,0.8487,0.87219,0.87297,0.63988,1.09457,0.61288,1.33044,0.000117079,0.000117079,0.000117079
178,373.109,0.49307,0.37783,0.88358,0.88384,0.8391,0.87414,0.64609,1.08732,0.62415,1.32262,0.00011258,0.00011258,0.00011258
179,375.072,0.50544,0.40258,0.87726,0.83402,0.87412,0.87437,0.64691,1.09735,0.62943,1.32983,0.00010808,0.00010808,0.00010808
180,377.072,0.51896,0.3958,0.88888,0.82723,0.8806,0.87143,0.64026,1.11251,0.63532,1.34575,0.000103581,0.000103581,0.000103581
181,379.078,0.46249,0.3751,0.87003,0.8241,0.88367,0.87211,0.64547,1.10422,0.6315,1.33657,9.9081e-05,9.9081e-05,9.9081e-05
182,381.165,0.47109,0.37464,0.88427,0.81064,0.88329,0.8737,0.64659,1.07872,0.60543,1.32142,9.45814e-05,9.45814e-05,9.45814e-05
183,383.161,0.44357,0.37401,0.8692,0.85902,0.82798,0.88028,0.64977,1.0691,0.59724,1.32289,9.00819e-05,9.00819e-05,9.00819e-05
184,385.201,0.46219,0.38864,0.87752,0.86541,0.82618,0.88075,0.64989,1.06388,0.60274,1.32814,8.55823e-05,8.55823e-05,8.55823e-05
185,387.164,0.54947,0.42266,0.93536,0.86433,0.82417,0.87952,0.64891,1.07209,0.60348,1.34473,8.10828e-05,8.10828e-05,8.10828e-05
