epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
54,140.483,0.922,0.80156,1.07447,0.54582,0.48764,0.44156,0.34902,0.78979,2.11325,1.01639,0.000994412,0.000994412,0.000994412
55,142.961,0.94082,0.84938,1.09419,0.50719,0.50025,0.40066,0.31568,0.79741,2.19537,1.00108,0.000992212,0.000992212,0.000992212
56,145.541,0.94615,0.80985,1.0833,0.50419,0.49886,0.40624,0.31503,0.8235,2.0374,1.03286,0.000990012,0.000990012,0.000990012
57,148.069,0.96356,0.85953,1.09557,0.47945,0.51488,0.39901,0.3073,0.81916,2.13527,1.03435,0.000987812,0.000987812,0.000987812
58,150.561,0.94869,0.76621,1.07233,0.49152,0.50763,0.39514,0.31522,0.83228,2.29903,1.03439,0.000985613,0.000985613,0.000985613
59,152.99,0.93256,0.78041,1.07458,0.47197,0.51858,0.39637,0.31565,0.81805,2.29295,1.02217,0.000983413,0.000983413,0.000983413
60,155.517,0.87169,0.7418,1.04378,0.39451,0.59042,0.38798,0.29416,0.80079,1.96013,1.00655,0.000981213,0.000981213,0.000981213
61,157.986,0.94338,0.79067,1.10599,0.45627,0.52011,0.39735,0.2954,0.80454,2.05358,0.9966,0.000979013,0.000979013,0.000979013
62,160.577,0.92672,0.75095,1.07411,0.48158,0.50908,0.41954,0.32566,0.78248,2.24206,0.99724,0.000976813,0.000976813,0.000976813
63,163.039,0.93151,0.7727,1.09803,0.53701,0.49411,0.42178,0.32469,0.81284,2.19383,1.03646,0.000974614,0.000974614,0.000974614
64,165.59,0.93134,0.76478,1.06507,0.50893,0.54576,0.44883,0.34571,0.81238,2.03603,1.05797,0.000972414,0.000972414,0.000972414
65,168.088,0.91059,0.77911,1.07331,0.53046,0.51642,0.44183,0.34729,0.80312,2.06359,1.04805,0.000970214,0.000970214,0.000970214
66,170.604,0.83707,0.69463,1.02917,0.51585,0.51926,0.44529,0.35588,0.74152,2.10188,0.99101,0.000968014,0.000968014,0.000968014
67,173.105,0.87314,0.75256,1.06396,0.52904,0.50994,0.429,0.35052,0.76174,2.11621,0.99385,0.000965815,0.000965815,0.000965815
68,175.621,0.89443,0.75783,1.07956,0.49036,0.50372,0.41562,0.32281,0.81928,2.1116,1.03423,0.000963615,0.000963615,0.000963615
69,178.088,0.92453,0.739,1.09268,0.46671,0.52771,0.44025,0.34201,0.851,2.05932,1.04015,0.000961415,0.000961415,0.000961415
70,180.506,0.84143,0.68011,1.02606,0.47892,0.52835,0.41848,0.32403,0.80376,2.18429,1.01523,0.000959215,0.000959215,0.000959215
71,183.008,0.89702,0.73096,1.0846,0.51291,0.49876,0.43231,0.34126,0.76801,2.27443,1.00741,0.000957015,0.000957015,0.000957015
72,185.618,0.91111,0.71824,1.08018,0.49689,0.53482,0.44379,0.34127,0.84649,2.19051,1.02288,0.000954816,0.000954816,0.000954816
73,188.046,0.8544,0.68164,1.04994,0.50759,0.54079,0.45208,0.35997,0.73201,2.3041,0.96826,0.000952616,0.000952616,0.000952616
74,190.543,0.87719,0.69683,1.06791,0.52374,0.51868,0.44509,0.35673,0.73374,2.26432,0.96672,0.000950416,0.000950416,0.000950416
75,193.195,0.88481,0.66709,1.05535,0.52152,0.51172,0.43844,0.3497,0.74479,2.12853,0.97437,0.000948216,0.000948216,0.000948216
76,195.801,0.82776,0.69995,1.04933,0.51367,0.52514,0.44345,0.34945,0.80318,2.16867,1.0035,0.000946016,0.000946016,0.000946016
77,198.265,0.86202,0.64345,1.03745,0.49556,0.52057,0.39938,0.32658,0.79061,2.33818,0.99581,0.000943817,0.000943817,0.000943817
78,200.81,0.89219,0.71265,1.06631,0.50211,0.53347,0.37583,0.30159,0.77092,2.32791,0.98709,0.000941617,0.000941617,0.000941617
79,203.199,0.87766,0.72485,1.06768,0.51072,0.51059,0.37553,0.30373,0.74304,2.33231,0.98524,0.000939417,0.000939417,0.000939417
80,205.656,0.7842,0.64486,1.02575,0.53657,0.51576,0.40801,0.32649,0.7164,2.12695,0.98305,0.000937217,0.000937217,0.000937217
81,208.035,0.83102,0.67199,1.02011,0.48849,0.5222,0.40678,0.32965,0.70909,2.13949,0.97791,0.000935018,0.000935018,0.000935018
82,210.514,0.82253,0.64755,1.039,0.486,0.52149,0.40887,0.3316,0.68238,2.15556,0.96724,0.000932818,0.000932818,0.000932818
83,212.904,0.78323,0.61343,1.01996,0.47745,0.53606,0.42568,0.34284,0.6641,2.07649,0.95658,0.000930618,0.000930618,0.000930618
84,215.417,0.80623,0.63206,1.01054,0.46847,0.55532,0.44497,0.35867,0.70387,2.07849,0.96987,0.000928418,0.000928418,0.000928418
85,217.933,0.84478,0.61182,1.02545,0.48295,0.55857,0.45912,0.37458,0.68884,2.0858,0.96746,0.000926218,0.000926218,0.000926218
86,220.397,0.83464,0.64984,1.04824,0.51492,0.49989,0.43086,0.35459,0.66719,2.15927,0.9433,0.000924019,0.000924019,0.000924019
87,222.852,0.81527,0.62787,1.03902,0.47406,0.55091,0.45628,0.36989,0.66841,2.21808,0.93106,0.000921819,0.000921819,0.000921819
88,225.336,0.7911,0.59843,1.01175,0.45431,0.54869,0.44575,0.36895,0.67496,2.18883,0.94105,0.000919619,0.000919619,0.000919619
89,227.833,0.81023,0.60426,0.99573,0.49148,0.51134,0.42569,0.34523,0.71175,2.18394,0.96191,0.000917419,0.000917419,0.000917419
90,230.33,0.87848,0.66355,1.0506,0.50285,0.49856,0.41432,0.33075,0.69284,2.17927,0.96929,0.00091522,0.00091522,0.00091522
91,232.755,0.83162,0.62751,1.0361,0.50338,0.5102,0.40942,0.32474,0.69099,2.22254,0.96229,0.00091302,0.00091302,0.00091302
92,235.228,0.83808,0.63726,1.03015,0.50758,0.51948,0.41108,0.33657,0.65029,2.24011,0.94412,0.00091082,0.00091082,0.00091082
93,237.557,0.78744,0.60602,0.99996,0.49703,0.51027,0.42492,0.36275,0.63621,2.35003,0.93463,0.00090862,0.00090862,0.00090862
94,239.908,0.78865,0.64092,1.01099,0.47669,0.51144,0.41364,0.34903,0.67502,2.38834,0.95178,0.00090642,0.00090642,0.00090642
95,242.321,0.78126,0.62699,1.0073,0.49442,0.48675,0.40244,0.33405,0.66609,2.27036,0.94134,0.000904221,0.000904221,0.000904221
96,244.825,0.78326,0.61285,1.00266,0.4807,0.51107,0.4175,0.34779,0.65704,2.23447,0.94747,0.000902021,0.000902021,0.000902021
97,247.239,0.7726,0.60244,0.99975,0.50415,0.51165,0.40669,0.33287,0.68341,2.23389,0.94779,0.000899821,0.000899821,0.000899821
98,249.694,0.771,0.59626,0.99092,0.51631,0.5089,0.43163,0.35219,0.6662,2.24128,0.93317,0.000897621,0.000897621,0.000897621
99,252.211,0.79492,0.59095,1.01917,0.51728,0.51879,0.45033,0.37887,0.63794,2.22795,0.92475,0.000895422,0.000895422,0.000895422
100,254.772,0.75284,0.59166,0.99566,0.49312,0.51797,0.4632,0.38367,0.61646,2.1398,0.92544,0.000893222,0.000893222,0.000893222
101,257.235,0.72439,0.56495,0.97693,0.46831,0.52924,0.4604,0.37882,0.64298,2.17257,0.93582,0.000891022,0.000891022,0.000891022
102,259.815,0.7747,0.61747,1.03543,0.46932,0.52079,0.44756,0.37717,0.6458,2.16654,0.92893,0.000888822,0.000888822,0.000888822
103,262.385,0.77659,0.58273,1.01949,0.47649,0.49781,0.42796,0.35925,0.63426,2.26193,0.92729,0.000886622,0.000886622,0.000886622
104,264.844,0.79393,0.60998,1.02142,0.49812,0.50411,0.42606,0.34964,0.7405,2.33219,0.9695,0.000884423,0.000884423,0.000884423
105,267.257,0.78533,0.61713,1.00987,0.49542,0.51013,0.41904,0.34064,0.65196,2.37927,0.94255,0.000882223,0.000882223,0.000882223
106,269.723,0.79931,0.60599,1.04423,0.50133,0.51471,0.42527,0.34554,0.6426,2.30923,0.93493,0.000880023,0.000880023,0.000880023
107,272.122,0.79117,0.59981,0.99503,0.49077,0.51328,0.425,0.35143,0.6561,2.32609,0.9325,0.000877823,0.000877823,0.000877823
108,274.644,0.79263,0.56405,1.00155,0.48527,0.51815,0.39952,0.32915,0.60913,2.40536,0.92451,0.000875624,0.000875624,0.000875624
109,277.112,0.77495,0.58354,0.99768,0.4817,0.52694,0.40376,0.33499,0.66601,2.39569,0.93771,0.000873424,0.000873424,0.000873424
110,279.616,0.77934,0.56056,1.00528,0.48468,0.52176,0.44151,0.36763,0.63394,2.32998,0.92674,0.000871224,0.000871224,0.000871224
111,282.127,0.7689,0.58644,1.03801,0.50684,0.49728,0.45161,0.38646,0.57796,2.21059,0.9128,0.000869024,0.000869024,0.000869024
112,284.601,0.74978,0.55076,0.988,0.48857,0.52112,0.44642,0.37933,0.60732,2.08694,0.92423,0.000866824,0.000866824,0.000866824
113,287.081,0.74007,0.57555,1.00623,0.46027,0.53683,0.45142,0.38681,0.57897,2.12225,0.90814,0.000864625,0.000864625,0.000864625
114,289.604,0.71872,0.53232,0.98745,0.48081,0.50425,0.42577,0.36082,0.59855,2.24749,0.90806,0.000862425,0.000862425,0.000862425
115,292.222,0.68998,0.51633,0.9566,0.48617,0.50984,0.41269,0.35627,0.55816,2.27997,0.89741,0.000860225,0.000860225,0.000860225
116,294.869,0.71269,0.54123,0.9726,0.48881,0.50218,0.3848,0.32389,0.58116,2.29446,0.90174,0.000858025,0.000858025,0.000858025
117,297.269,0.73855,0.54784,1.00111,0.50502,0.50114,0.36648,0.30878,0.57476,2.28889,0.89777,0.000855826,0.000855826,0.000855826
118,299.707,0.72639,0.55487,0.9851,0.48594,0.50756,0.35303,0.29294,0.5922,2.31121,0.89785,0.000853626,0.000853626,0.000853626
119,302.184,0.74609,0.55715,0.98159,0.50003,0.49336,0.35797,0.29575,0.58439,2.38325,0.89912,0.000851426,0.000851426,0.000851426
120,304.688,0.74503,0.56965,0.99208,0.50117,0.50235,0.36512,0.30387,0.5699,2.42112,0.90085,0.000849226,0.000849226,0.000849226
121,307.361,0.72598,0.58403,0.97655,0.50858,0.53583,0.40755,0.33821,0.60532,2.23386,0.92536,0.000847026,0.000847026,0.000847026
122,309.818,0.72177,0.56024,0.98575,0.51094,0.54617,0.40913,0.34237,0.5666,2.18708,0.9118,0.000844827,0.000844827,0.000844827
123,312.413,0.75365,0.55475,0.99088,0.49187,0.52102,0.37866,0.31838,0.57393,2.26109,0.90552,0.000842627,0.000842627,0.000842627
124,314.885,0.72032,0.52077,0.97943,0.4835,0.51916,0.37607,0.31198,0.61816,2.36191,0.9163,0.000840427,0.000840427,0.000840427
125,317.286,0.72867,0.54953,0.99088,0.50524,0.51638,0.39194,0.33327,0.59789,2.31854,0.9057,0.000838227,0.000838227,0.000838227
126,319.67,0.75476,0.53561,0.99302,0.50603,0.51449,0.40126,0.34675,0.58266,2.2691,0.90837,0.000836027,0.000836027,0.000836027
127,322.034,0.69825,0.52548,0.97036,0.49927,0.50521,0.41274,0.35883,0.5732,2.25726,0.90351,0.000833828,0.000833828,0.000833828
128,324.401,0.71976,0.55168,0.98386,0.49592,0.49947,0.41377,0.35921,0.55565,2.33557,0.88628,0.000831628,0.000831628,0.000831628
129,326.759,0.72449,0.541,0.98306,0.49755,0.49828,0.41838,0.36261,0.55197,2.35497,0.88452,0.000829428,0.000829428,0.000829428
130,329.088,0.7021,0.53001,0.98011,0.48918,0.50194,0.42276,0.37034,0.53755,2.37152,0.87984,0.000827228,0.000827228,0.000827228
131,331.555,0.70772,0.55376,0.97679,0.48834,0.49881,0.41919,0.36423,0.54888,2.41264,0.88206,0.000825029,0.000825029,0.000825029
132,333.983,0.72458,0.51061,0.96838,0.48144,0.52686,0.40523,0.35119,0.57055,2.39705,0.88317,0.000822829,0.000822829,0.000822829
133,336.691,0.68881,0.49809,0.95537,0.46372,0.51855,0.38192,0.33058,0.56174,2.40179,0.87912,0.000820629,0.000820629,0.000820629
134,339.177,0.6874,0.49717,0.97489,0.48644,0.53436,0.3908,0.34088,0.5279,2.3115,0.86633,0.000818429,0.000818429,0.000818429
135,341.592,0.68759,0.51454,0.96414,0.50274,0.52898,0.39892,0.34801,0.55305,2.27088,0.8768,0.000816229,0.000816229,0.000816229
136,344.043,0.6888,0.50062,0.96494,0.48617,0.50005,0.37735,0.32258,0.56424,2.29914,0.89976,0.00081403,0.00081403,0.00081403
137,346.426,0.70386,0.5691,0.98919,0.4834,0.50884,0.41213,0.35383,0.59096,2.1208,0.91496,0.00081183,0.00081183,0.00081183
138,348.815,0.69063,0.52204,0.95848,0.4883,0.5005,0.4284,0.37292,0.58568,2.12249,0.90972,0.00080963,0.00080963,0.00080963
139,351.183,0.68783,0.48986,0.95804,0.49735,0.48361,0.4021,0.35239,0.56245,2.31294,0.89717,0.00080743,0.00080743,0.00080743
140,353.573,0.69612,0.52714,1.00161,0.48223,0.49511,0.38503,0.32874,0.55805,2.35112,0.89594,0.000805231,0.000805231,0.000805231
141,355.906,0.71471,0.55288,0.98693,0.48092,0.50057,0.3721,0.31759,0.55979,2.38359,0.90152,0.000803031,0.000803031,0.000803031
142,358.325,0.70525,0.49888,0.96197,0.47976,0.50743,0.38283,0.32677,0.54442,2.38114,0.89974,0.000800831,0.000800831,0.000800831
143,360.65,0.67835,0.4872,0.96538,0.49423,0.50404,0.38169,0.33055,0.52138,2.38793,0.88512,0.000798631,0.000798631,0.000798631
144,363.053,0.68771,0.50652,0.95739,0.49155,0.50618,0.37341,0.32197,0.57988,2.49192,0.89866,0.000796431,0.000796431,0.000796431
145,365.518,0.70695,0.50554,0.98693,0.49733,0.50606,0.38166,0.32902,0.56472,2.51044,0.88653,0.000794232,0.000794232,0.000794232
146,367.909,0.67838,0.49221,0.96248,0.50446,0.50628,0.39172,0.33712,0.55855,2.4385,0.87882,0.000792032,0.000792032,0.000792032
147,370.382,0.67258,0.50276,0.9633,0.49841,0.51197,0.39948,0.35002,0.56876,2.36175,0.88236,0.000789832,0.000789832,0.000789832
148,372.783,0.65497,0.47631,0.93851,0.50046,0.49158,0.39368,0.33842,0.55187,2.43178,0.88985,0.000787632,0.000787632,0.000787632
149,375.169,0.65854,0.49664,0.96403,0.50073,0.49349,0.38766,0.33133,0.55364,2.4653,0.89349,0.000785433,0.000785433,0.000785433
150,377.432,0.69428,0.51073,0.9704,0.48725,0.52187,0.38278,0.32511,0.59315,2.44772,0.91022,0.000783233,0.000783233,0.000783233
151,379.763,0.6437,0.46697,0.94047,0.49792,0.52211,0.3793,0.32412,0.53666,2.38327,0.88446,0.000781033,0.000781033,0.000781033
152,382.195,0.67053,0.47606,0.99409,0.50645,0.51617,0.39454,0.34192,0.51977,2.39935,0.88257,0.000778833,0.000778833,0.000778833
153,384.545,0.65607,0.46711,0.94258,0.49944,0.50296,0.42096,0.36274,0.5292,2.36356,0.88436,0.000776633,0.000776633,0.000776633
154,387.397,0.66506,0.49223,0.96249,0.49657,0.50511,0.42471,0.35953,0.54484,2.26135,0.89301,0.000774434,0.000774434,0.000774434
155,390.313,0.64872,0.45606,0.94603,0.49044,0.50507,0.44311,0.37944,0.55348,2.20805,0.88694,0.000772234,0.000772234,0.000772234
156,392.809,0.63626,0.44805,0.95534,0.49126,0.50739,0.44842,0.38949,0.53049,2.26063,0.87719,0.000770034,0.000770034,0.000770034
157,395.289,0.64712,0.47075,0.95355,0.49326,0.50227,0.441,0.38302,0.51583,2.26368,0.87719,0.000767834,0.000767834,0.000767834
158,397.606,0.62484,0.45871,0.95265,0.49616,0.50705,0.42899,0.37153,0.53662,2.28754,0.89035,0.000765635,0.000765635,0.000765635
159,399.959,0.59047,0.44257,0.9286,0.49979,0.50375,0.4299,0.37258,0.51986,2.33461,0.87845,0.000763435,0.000763435,0.000763435
160,402.465,0.6329,0.4714,0.94307,0.47994,0.53321,0.42968,0.3725,0.52632,2.36348,0.88614,0.000761235,0.000761235,0.000761235
161,405.03,0.66241,0.49368,0.95694,0.48074,0.53005,0.41701,0.36297,0.52037,2.31513,0.88034,0.000759035,0.000759035,0.000759035
162,407.375,0.6382,0.48554,0.96234,0.48807,0.51252,0.4075,0.35667,0.50025,2.35608,0.87204,0.000756835,0.000756835,0.000756835
163,409.718,0.63119,0.46577,0.94766,0.49765,0.51324,0.3955,0.34793,0.48836,2.40592,0.86331,0.000754636,0.000754636,0.000754636
164,412.1,0.61505,0.43342,0.9492,0.50022,0.52304,0.39529,0.34434,0.52061,2.43527,0.87917,0.000752436,0.000752436,0.000752436
165,414.507,0.64077,0.45921,0.95035,0.4808,0.51,0.40454,0.35982,0.49723,2.34528,0.87632,0.000750236,0.000750236,0.000750236
166,416.991,0.65128,0.45926,0.94793,0.48967,0.51979,0.41254,0.36426,0.50708,2.28237,0.888,0.000748036,0.000748036,0.000748036
167,419.372,0.62132,0.46151,0.95696,0.49625,0.50816,0.4175,0.3594,0.52349,2.34577,0.89711,0.000745837,0.000745837,0.000745837
168,421.734,0.65733,0.47325,0.96163,0.49628,0.5091,0.40983,0.35204,0.51841,2.34237,0.88744,0.000743637,0.000743637,0.000743637
169,424.016,0.64652,0.4741,0.93389,0.49603,0.50523,0.41763,0.36088,0.51681,2.37774,0.87904,0.000741437,0.000741437,0.000741437
170,426.278,0.62786,0.46274,0.94795,0.50516,0.49832,0.42235,0.36501,0.50543,2.38213,0.87233,0.000739237,0.000739237,0.000739237
171,428.584,0.6149,0.43998,0.9384,0.505,0.50101,0.41593,0.36808,0.47977,2.38963,0.86234,0.000737037,0.000737037,0.000737037
172,430.963,0.62238,0.44936,0.91897,0.50051,0.49763,0.38978,0.33948,0.51405,2.47467,0.87878,0.000734838,0.000734838,0.000734838
173,433.35,0.6155,0.42905,0.94293,0.50351,0.50799,0.39144,0.33858,0.48932,2.46637,0.87407,0.000732638,0.000732638,0.000732638
174,435.829,0.63825,0.43229,0.95532,0.48847,0.5132,0.39233,0.35303,0.46911,2.41624,0.86354,0.000730438,0.000730438,0.000730438
175,438.328,0.60658,0.43276,0.93478,0.49591,0.51729,0.41924,0.3723,0.46319,2.39343,0.86144,0.000728238,0.000728238,0.000728238
176,440.784,0.61185,0.45455,0.94007,0.49714,0.50031,0.40227,0.34764,0.49119,2.50348,0.87072,0.000726038,0.000726038,0.000726038
177,443.107,0.62477,0.45494,0.96548,0.49944,0.49924,0.38291,0.33037,0.53615,2.5402,0.88913,0.000723839,0.000723839,0.000723839
178,445.423,0.64369,0.46098,0.95186,0.50507,0.50716,0.37094,0.31768,0.57589,2.54882,0.90378,0.000721639,0.000721639,0.000721639
179,447.768,0.61976,0.4761,0.9414,0.49996,0.5041,0.37088,0.32151,0.52568,2.52008,0.89495,0.000719439,0.000719439,0.000719439
180,450.207,0.63043,0.46917,0.93101,0.49572,0.50411,0.37056,0.32236,0.53598,2.45429,0.8935,0.000717239,0.000717239,0.000717239
181,452.513,0.65579,0.49104,0.94665,0.47849,0.5075,0.36665,0.32316,0.5245,2.46545,0.87822,0.00071504,0.00071504,0.00071504
182,454.806,0.61382,0.45352,0.93386,0.48955,0.50699,0.36371,0.31838,0.53099,2.54116,0.87941,0.00071284,0.00071284,0.00071284
183,457.082,0.62191,0.44839,0.94472,0.49806,0.50273,0.37072,0.32641,0.54081,2.62867,0.87934,0.00071064,0.00071064,0.00071064
184,459.361,0.62646,0.4766,0.94324,0.50472,0.50436,0.39101,0.33961,0.51864,2.52987,0.87732,0.00070844,0.00070844,0.00070844
185,461.676,0.61307,0.45359,0.95633,0.51176,0.50783,0.40614,0.35612,0.48498,2.45322,0.86357,0.00070624,0.00070624,0.00070624
